file,tags,secondary
1787.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1788.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1789.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1790.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1791.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1792.png,"['Spherical Buoy', 'Yellow']",
1793.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1794.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1795.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
1796.png,"['Lighted Beacon', 'Yellow', '“X” topmark']",
1797.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1798.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1799.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1800.png,"['Spherical Buoy', 'Yellow']",
1801.png,"['Spherical Buoy', 'Yellow']",
1802.png,"['Yellow', 'Spherical Buoy']",
1803.png,"['Spherical Buoy', 'Yellow']",
1804.png,"['Yellow', 'Spherical Buoy']",
1805.png,"['Spherical Buoy', 'Yellow']",
1806.png,"[None, 'Pillar Buoy', 'Yellow']",
1807.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1808.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1809.png,['Minor Light'],
1810.png,"['Pillar Buoy', 'Black Cross Topmark']",black cross topmark
1811.png,"['Can topmark', 'Green', 'Pillar Buoy']",can topmark
1812.png,['Fishery Zone'],
1813.png,"['Pillar Buoy', 'Green']",
1814.png,['Offshore Platform'],
1815.png,"['Yellow', 'Position of Point Feature']",
1816.png,['Fish Haven'],
1817.png,['Fish Haven'],
1818.png,['Telecommunication Tower'],
1819.png,['Position of Point Feature'],
1820.png,"['Green', 'Pillar Buoy', 'Can topmark']",can topmark
1821.png,"['Green', 'Lighted Beacon']",
1822.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
1823.png,"['Beacon represented as a star', 'Red', 'Cone topmark']",cone topmark
1824.png,"['Pillar Buoy', 'Can topmark', 'Green']",can topmark
1825.png,"['Beacon represented as a star', 'Can topmark', 'Green']",can topmark
1826.png,"['Position of Point Feature', 'Red']",
1827.png,"['Beacon', 'Red']",
1828.png,"['Beacon', 'Green']",
1829.png,"['Beacon', 'Red']",
1830.png,"['Green', 'Beacon']",
1831.png,"['Green', 'Light Flare', 'Light flare', 'Telecommunication Mast']",light flare
1832.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1833.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1834.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1835.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1836.png,"['Yellow/Black/Yellow', 'Pillar Buoy', 'Double cone topmark bases together']",cone topmark
1837.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1838.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1839.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1840.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1841.png,['horn'],
1842.png,['Fish Haven'],
1843.png,['Windmill'],
1844.png,['Danger Circle'],
1845.png,['Minor Light'],
1846.png,['Underwater Hazard'],
1847.png,['Underwater Hazard'],
1848.png,['Position of Point Feature'],
1849.png,['Underwater Hazard'],
1850.png,['Position of Point Feature'],
1851.png,['Vertical clearance with dot'],
1852.png,['Windmill'],
1853.png,['Underwater Hazard'],
1854.png,['Minor Light'],
1855.png,['Danger Circle'],
1856.png,['Position of Point Feature'],
1857.png,['Vertical clearance'],
1858.png,['Fishery Zone'],
1859.png,['Fish Haven'],
1860.png,['Fish Haven'],
1861.png,['Fish Haven'],
1862.png,['Minor Light'],
1863.png,['Position of Point Feature'],
1864.png,['Position of Point Feature'],
1865.png,['Position of Point Feature'],
1866.png,['Minor Light'],
1867.png,['Position of Point Feature'],
1868.png,['Minor Light'],
1869.png,['Position of Point Feature'],
1870.png,['Minor Light'],
1871.png,['Position of Point Feature'],
1872.png,['Fish Haven'],
1873.png,['Minor Light'],
1874.png,['Yellow'],
1875.png,['Foul Ground'],
1876.png,['Pilot Station'],
1877.png,['Underwater Hazard'],
1878.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1879.png,['Underwater Hazard'],
1880.png,['Danger Circle'],
1881.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1882.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1883.png,['Minor Light'],
1884.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1885.png,['Position of Point Feature'],
1886.png,['Minor Light'],
1887.png,['Minor Light'],
1888.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1889.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1890.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1891.png,['Fish Haven'],
1892.png,['Fish Haven'],
1893.png,['Fish Haven'],
1894.png,['Fish Haven'],
1895.png,['Position Circle'],
1896.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1897.png,['Minor Light'],
1898.png,"['Yellow', 'Conical Buoy']",
1899.png,['Underwater Hazard'],
1900.png,['Underwater Hazard'],
1901.png,['Cylindrical Tank'],
1902.png,['Pile'],
1903.png,['Tower'],
1904.png,['Position of Point Feature'],
1905.png,['Minor Light'],
1906.png,['Danger Circle'],
1907.png,['Position of Point Feature'],
1908.png,['Position of Point Feature'],
1909.png,['Danger Circle'],
1910.png,['Underwater Hazard'],
1911.png,['Position of Point Feature'],
1912.png,['Position of Point Feature'],
1913.png,['Quarantine'],quarantine
1914.png,['Reported Anchorage'],
1915.png,"['Reported Anchorage', 'area boundary']",
1916.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1917.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1918.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1919.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1920.png,"['Lighted Beacon', 'Black/Yellow/Black', 'Double cone topmark points together']",cone topmark
1921.png,['Position Circle'],
1922.png,"['Red', 'Can Buoy']",
1923.png,['Lighted Beacon'],
1924.png,"['Red', 'Pillar Buoy', 'Can topmark']",can topmark
1925.png,"['Red', 'Pillar Buoy', 'Can topmark']",can topmark
1926.png,"[None, None, 'Can topmark']",can topmark
1927.png,"[None, 'Can Buoy']",
1928.png,"['Red', 'Can Buoy']",
1929.png,"['Red', 'Can Buoy']",
1930.png,['Underwater Hazard'],
1931.png,['Underwater Hazard'],
1932.png,['Underwater Hazard'],
1933.png,['Underwater Hazard'],
1934.png,['Underwater Hazard'],
1935.png,['Underwater Hazard'],
1936.png,['Underwater Hazard'],
1937.png,['Underwater Hazard'],
1938.png,['Underwater Hazard'],
1939.png,['Underwater Hazard'],
1940.png,['Underwater Hazard'],
1941.png,['Underwater Hazard'],
1942.png,['Underwater Hazard'],
1943.png,['Underwater Hazard'],
1944.png,['Underwater Hazard'],
1945.png,['Underwater Hazard'],
1946.png,['Underwater Hazard'],
1947.png,['Underwater Hazard'],
1948.png,['Underwater Hazard'],
1949.png,['Underwater Hazard'],
1950.png,['Underwater Hazard'],
1951.png,['Underwater Hazard'],
1952.png,['Underwater Hazard'],
1953.png,['Underwater Hazard'],
1954.png,['Underwater Hazard'],
1955.png,['Underwater Hazard'],
1956.png,['Underwater Hazard'],
1957.png,['Underwater Hazard'],
1958.png,['Underwater Hazard'],
1959.png,['Underwater Hazard'],
1960.png,['Underwater Hazard'],
1961.png,['Underwater Hazard'],
1962.png,"['Yellow', '“X” topmark', 'Spar Buoy']",
1963.png,"['Yellow', 'Spar Buoy', '“X” topmark']",
1964.png,"['Yellow', '“X” topmark', 'Spar Buoy']",
1965.png,"['Spar Buoy', 'Yellow', '“X” topmark']",
1966.png,"['Yellow', '“X” topmark', 'Spar Buoy']",
1967.png,"['Green', 'Conical Buoy']",
1968.png,"['Green', 'Conical Buoy']",
1969.png,"['Red', 'Lighted Beacon']",
1970.png,"['White', 'Can topmark', 'Lighted Beacon']",can topmark
1971.png,"['Red', 'Lighted Beacon']",
1972.png,"['Lighted Beacon', 'Can topmark', 'White']",can topmark
1973.png,['Fish Haven'],
1974.png,['Fishery Zone'],
1975.png,['Fishery Zone'],
1976.png,['Fish Haven'],
1977.png,['Fish Haven'],
1978.png,['Fish Haven'],
1979.png,['Fish Haven'],
1980.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1981.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1982.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1983.png,['Fish Haven'],
1984.png,['Position Circle'],
1985.png,"['Can topmark', 'Green', 'Pillar Buoy']",can topmark
1986.png,['Position Circle'],
1987.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1988.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1989.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1990.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1991.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1992.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1993.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1994.png,"['Light Flare', 'Major Light']",light flare
1995.png,"['Light Flare', 'Major Light']",light flare
1996.png,"['Light Flare', 'Major Light']",light flare
1997.png,"['Light Flare', 'Major Light']",light flare
1998.png,['area boundary'],
1999.png,['Religious Building (Non-Christian)'],
2000.png,"['Light Flare', 'Major Light']",light flare
2001.png,"['Light Flare', 'Major Light']",light flare
2002.png,['area boundary'],
2003.png,['Religious Building (Non-Christian)'],
2004.png,"['Light Flare', 'Major Light']",light flare
2005.png,"['Light Flare', 'Major Light']",light flare
2006.png,"['Light Flare', 'Major Light']",light flare
2007.png,"['Light Flare', 'Major Light']",light flare
2008.png,['area boundary'],
2009.png,['Religious Building (Non-Christian)'],
2010.png,"['Light Flare', 'Major Light']",light flare
2011.png,"['Light Flare', 'Major Light']",light flare
2012.png,['Underwater Hazard'],
2013.png,"['Yellow', 'Spar Buoy']",
2014.png,['Position of Point Feature'],
2015.png,['Position of Point Feature'],
2016.png,['Position of Point Feature'],
2017.png,['Position of Point Feature'],
2018.png,"['Yellow', 'Spar Buoy']",
2019.png,['Minor Light'],
2020.png,['Position of Point Feature'],
2021.png,['Minor Light'],
2022.png,['Position of Point Feature'],
2023.png,['Position of Point Feature'],
2024.png,['Minor Light'],
2025.png,['Minor Light'],
2026.png,['Minor Light'],
2027.png,['Position of Point Feature'],
2028.png,['Minor Light'],
2029.png,['Position of Point Feature'],
2030.png,['Position of Point Feature'],
2031.png,"['Yellow', '“X” topmark', 'Conical Buoy']",
2032.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2033.png,['Minor Light'],
2034.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2035.png,"[None, 'Pillar Buoy', '“X” topmark']",
2036.png,"['Green', 'Pillar Buoy', 'Can topmark']",can topmark
2037.png,"['Green', 'Pillar Buoy', 'Can topmark']",can topmark
2038.png,"['Green', 'Pillar Buoy', 'Can topmark']",can topmark
2039.png,"['Green', 'Pillar Buoy', 'Can topmark']",can topmark
2040.png,"['Can topmark', 'Green', 'Pillar Buoy']",can topmark
2041.png,"['Can topmark', 'Pillar Buoy', 'Green']",can topmark
2042.png,"['Pillar Buoy', 'Can topmark', 'Green']",can topmark
2043.png,"['Green', 'Can topmark', 'Pillar Buoy']",can topmark
2044.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
2045.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
2046.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
2047.png,"['Pillar Buoy', 'Red', 'Cone topmark']",cone topmark
2048.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2049.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2050.png,"['Green', 'Pillar Buoy', 'Can topmark']",can topmark
2051.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
2052.png,"['Red', 'Pillar Buoy', 'Can topmark']",can topmark
2053.png,"['Pillar Buoy', 'Red', 'Cone topmark']",cone topmark
2054.png,"['Yellow', 'Mooring Superbuoy']",
2055.png,"['Lighted Beacon', 'Yellow', '“X” topmark']",
2056.png,"['Yellow', 'Conical Buoy']",
2057.png,"['Yellow', 'Conical Buoy']",
2058.png,"['Yellow', 'Conical Buoy']",
2059.png,"['Conical Buoy', 'Yellow']",
2060.png,"['Yellow', 'Conical Buoy']",
2061.png,"['Conical Buoy', 'Yellow']",
2062.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2063.png,['Fish Haven'],
2064.png,['Position of Point Feature'],
2065.png,['Position of Point Feature'],
2066.png,['Position of Point Feature'],
2067.png,['Position of Point Feature'],
2068.png,"['Spar Buoy', 'Yellow']",
2069.png,"['Position of Point Feature', 'Yellow']",
2070.png,"['Position of Point Feature', 'Yellow']",
2071.png,['Position of Point Feature'],
2072.png,['Fishery Zone'],
2073.png,['Fishery Zone'],
2074.png,['Fish Haven'],
2075.png,"['Position of Point Feature', 'Green']",
2076.png,['Dashed Line Circle'],
2077.png,"['Position of Point Feature', 'Yellow']",
2078.png,['Position of Point Feature'],
2079.png,"['Red', 'Beacon represented as a star']",
2080.png,"['Beacon', 'Cone topmark', 'Red']",cone topmark
2081.png,"['Beacon represented as a star', 'Cone topmark', 'Red']",cone topmark
2082.png,"['Cone topmark', 'Beacon', 'Red']",cone topmark
2083.png,['Minor Light'],
2084.png,['Position of Point Feature'],
2085.png,"['Dangerous Wreck, Depth Unknown']",
2086.png,['Stranded Wreck'],
2087.png,"['Red', 'Beacon']",
2088.png,['Minor Light'],
2089.png,['Minor Light'],
2090.png,['Minor Light'],
2091.png,['Minor Light'],
2092.png,['Chimney'],
2093.png,['Position of Point Feature'],
2094.png,['Position of Point Feature'],
2095.png,"['Green', 'Spar Buoy']",
2096.png,"['Red', 'Spar Buoy']",
2097.png,"['Position of Point Feature', 'Green']",
2098.png,"['Yellow', 'Pillar Buoy']",
2099.png,"['Yellow', 'Spar Buoy']",
2100.png,['Rock (islet) which does not cover'],
2101.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2102.png,"['Cone topmark', 'Pillar Buoy', 'Red']",cone topmark
2103.png,"['Cone topmark', 'Pillar Buoy', 'Red']",cone topmark
2104.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
2105.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
2106.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2107.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2108.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2109.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2110.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2111.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2112.png,['Masts'],
2113.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
2114.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
2115.png,['Minor Light'],
2116.png,"['Green', 'Can topmark', 'Pillar Buoy']",can topmark
2117.png,"['Cone topmark', 'Pillar Buoy', 'Red']",cone topmark
2118.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2119.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2120.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2121.png,"['“X” topmark', 'Conical Buoy', 'Yellow']",
2122.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2123.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2124.png,['Position of Point Feature'],
2125.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
2126.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2127.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2128.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2129.png,"['Light Flare', 'Green', 'Light flare', 'Mast']",light flare
2130.png,"['Dangerous Wreck, Depth Unknown']",
2131.png,['Fish Haven'],
2132.png,['Minor Light'],
2133.png,['Minor Light'],
2134.png,['Minor Light'],
2135.png,['Minor Light'],
2136.png,['Fish Haven'],
2137.png,"['Green', 'Conical Buoy']",
2138.png,['Offshore Platform'],
2139.png,['Dotted Line Area'],
2140.png,['Offshore Platform'],
2141.png,['Dotted Line Area'],
2142.png,['Position of Point Feature'],
2143.png,['Minor Light'],
2144.png,['Position of Point Feature'],
2145.png,['Position of Point Feature'],
2146.png,['Minor Light'],
2147.png,['Position of Point Feature'],
2148.png,['Position of Point Feature'],
2149.png,['Fish Haven'],
2150.png,['Fish Haven'],
2151.png,"['Can topmark', 'Green', 'Pillar Buoy', 'Radar Reflector']",can topmark
2152.png,"['Pillar Buoy', 'Cone topmark', 'Radar Reflector', 'Red']",cone topmark
2153.png,['Minor Light'],
2154.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2155.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2156.png,"[None, 'Pillar Buoy', '“X” topmark']",
2157.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2158.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2159.png,"['Yellow', 'Pillar Buoy']",
2160.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2161.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2162.png,['Rock'],
2163.png,['Fishery Zone'],
2164.png,['Fish Haven'],
2165.png,['Danger Circle'],
2166.png,['Fish Haven'],
2167.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2168.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2169.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2170.png,"['Yellow', 'Spherical Buoy']",
2171.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2172.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2173.png,['Position of Point Feature'],
2174.png,['Pillar Buoy'],
2175.png,"['Yellow/Black', 'Beacon', 'Double cone topmark points downwards']",cone topmark
2176.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2177.png,"['Superbuoy', 'Ball topmark']",ball topmark
2178.png,"['Pillar Buoy', 'Ball topmark', 'Red/White']",ball topmark
2179.png,['Position Circle'],
2180.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
2181.png,['Position of Point Feature'],
2182.png,['Position of Point Feature'],
2183.png,['Floating Windmill'],
2184.png,['Minor Light'],
2185.png,['Minor Light'],
2186.png,['Minor Light'],
2187.png,['Minor Light'],
2188.png,['Minor Light'],
2189.png,['Minor Light'],
2190.png,['Minor Light'],
2191.png,"['Yellow', 'Conical Buoy']",
2192.png,['Position of Point Feature'],
2193.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2194.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2195.png,"['Yellow', None, '“X” topmark']",
2196.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2197.png,"['Double cone topmark points downwards', 'Yellow/Black', 'Lighted Beacon']",cone topmark
2198.png,"['Yellow/Black', 'Pillar Buoy', 'Double cone topmark points downwards']",cone topmark
2199.png,"['Green', 'Pillar Buoy', 'Can topmark']",can topmark
2200.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2201.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2202.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2203.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2204.png,"['Yellow/Black', 'Pillar Buoy', 'Double cone topmark points downwards']",cone topmark
2205.png,"['Dangerous Wreck, Depth Unknown']",
2206.png,"['Yellow', 'Mooring Superbuoy']",
2207.png,"['Yellow', 'Can Buoy', '“X” topmark']",
2208.png,['Position of Point Feature'],
2209.png,"['Red', 'Lighted Beacon', 'Cone topmark']",cone topmark
2210.png,"[None, 'Lighted Beacon', 'Double ball topmark', 'Black/Red/Black']",ball topmark
2211.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2212.png,['Position of Point Feature'],
2213.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2214.png,"['Pillar Buoy', '“X” topmark', 'Yellow']",
2215.png,"['“X” topmark', 'Conical Buoy', 'Yellow']",
2216.png,"['Yellow', 'Conical Buoy', '“X” topmark']",
2217.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2218.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2219.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2220.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2221.png,['Position of Point Feature'],
2222.png,['horn'],
2223.png,['Minor Light'],
2224.png,['Position of Point Feature'],
2225.png,['Fishery Zone'],
2226.png,['Fish Haven'],
2227.png,['Position of Point Feature'],
2228.png,['Position of Point Feature'],
2229.png,['Position of Point Feature'],
2230.png,['Position of Point Feature'],
2231.png,['Fish Haven'],
2232.png,['Position of Point Feature'],
2233.png,['Position of Point Feature'],
2234.png,['Fishery Zone'],
2235.png,['Fish Haven'],
2236.png,['Fish Haven'],
2237.png,['Fish Haven'],
2238.png,['Fish Haven'],
2239.png,['Chimney'],
2240.png,['Position of Point Feature'],
2241.png,['Vertical clearance'],
2242.png,"['Red', 'Can Buoy']",
2243.png,['Lighted Beacon'],
2244.png,['Reported Anchorage'],
2245.png,['Reported Anchorage'],
2246.png,['Underwater Hazard'],
2247.png,['Underwater Hazard'],
2248.png,['Underwater Hazard'],
2249.png,['Underwater Hazard'],
2250.png,"['Yellow', 'Pillar Buoy']",
2251.png,"['Yellow', 'Pillar Buoy']",
2252.png,"['Yellow', 'Pillar Buoy']",
2253.png,"['Green', 'Conical Buoy']",
2254.png,"['Conical Buoy', 'Green']",
2255.png,['Mooring Buoy'],
2256.png,['Underwater Hazard'],
2257.png,['Underwater Hazard'],
2258.png,['Underwater Hazard'],
2259.png,['Underwater Hazard'],
2260.png,['Position of Point Feature'],
2261.png,['Vertical clearance'],
2262.png,['Fish Haven'],
2263.png,['Minor Light'],
2264.png,['Position of Point Feature'],
2265.png,['Position of Point Feature'],
2266.png,['Position of Point Feature'],
2267.png,['Position of Point Feature'],
2268.png,['Position of Point Feature'],
2269.png,['Vertical clearance'],
2270.png,['Vertical clearance'],
2271.png,['Vertical clearance'],
2272.png,['Vertical clearance'],
2273.png,['Vertical clearance'],
2274.png,['Vertical clearance'],
2275.png,['Vertical clearance'],
2276.png,['Chimney'],
2277.png,['Position of Point Feature'],
2278.png,['Position of Point Feature'],
2279.png,"['Yellow', 'Beacon']",
2280.png,['Danger Circle'],
2281.png,"['Conical Buoy', 'Red']",
2282.png,"['Conical Buoy', 'Green']",
2283.png,['Danger Circle'],
2284.png,['Rocks'],
2285.png,['Minor Light'],
2286.png,['Minor Light'],
2287.png,['Minor Light'],
2288.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2289.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2290.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2291.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2292.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2293.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2294.png,"['Lighted Beacon', '“X” topmark', 'Yellow']",
2295.png,"['Green', 'Can topmark', 'Pillar Buoy']",can topmark
2296.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
2297.png,"['Green', 'Can topmark', 'Pillar Buoy']",can topmark
2298.png,"['“X” topmark', 'Yellow', 'Conical Buoy']",
2299.png,"['White with Blue Horizontal Band(s)', 'Pillar Buoy']",
2301.png,"['Pillar Buoy', 'Black Cross Topmark']",black cross topmark
2302.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2303.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2304.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2305.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2306.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2307.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2308.png,"['Red', 'Can Buoy']",
2309.png,['Lighted Beacon'],
2310.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2311.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2312.png,['Position Circle'],
2313.png,['Position Circle'],
2314.png,['Masts'],
2315.png,['Minor Light'],
2316.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2317.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2318.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2319.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2320.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2321.png,['Fishery Zone'],
2322.png,['Minor Light'],
2323.png,['Minor Light'],
2324.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
2325.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2326.png,['Minor Light'],
2327.png,"['White with Blue Horizontal Band(s)', 'Pillar Buoy', '“X” topmark']",
2328.png,"['White with Blue Horizontal Band(s)', 'Pillar Buoy']",
2329.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2330.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
2331.png,"['Obscured Sector', 'Pillar Buoy', 'Black Cross Topmark']",black cross topmark
2332.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2333.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2334.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2335.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2336.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2337.png,"['Pillar Buoy', 'Cone topmark', 'Red']",cone topmark
2338.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2339.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2340.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2341.png,['Position of Point Feature'],
2342.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2343.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2344.png,['horn'],
2345.png,"['Pillar Buoy', 'Yellow']",
2346.png,['Position of Point Feature'],
2347.png,['Position of Point Feature'],
2348.png,['Underwater Hazard'],
2349.png,['Position of Point Feature'],
2350.png,"['Yellow', 'Spar Buoy']",
2351.png,"['Yellow', 'Spar Buoy']",
2352.png,['Minor Light'],
2353.png,['Minor Light'],
2354.png,"['Green', 'Spar Buoy']",
2355.png,"['Red', 'Beacon']",
2356.png,['Position Circle'],
2357.png,['Position Circle'],
2358.png,['Position Circle'],
2359.png,['Position Circle'],
2360.png,['Position Circle'],
2361.png,['Position Circle'],
2362.png,[None],
2363.png,['Underwater Hazard'],
2364.png,['Underwater Hazard'],
2365.png,['Underwater Hazard'],
2366.png,['Underwater Hazard'],
2367.png,['Underwater Hazard'],
2368.png,['Minor Light'],
2369.png,"['Platform', 'Light Flare']",light flare
2370.png,['Underwater Hazard'],
2371.png,['Underwater Hazard'],
2372.png,"['Green', 'Light Flare', 'Light flare']",light flare
2373.png,"['Light Flare', 'Light flare']",light flare
2374.png,"['Light Flare', 'Light flare']",light flare
2375.png,"['Mast', 'Light Flare', 'Light flare']",light flare
2376.png,"['Light Flare', 'Light flare']",light flare
2377.png,"['Light Flare', 'Light flare']",light flare
2378.png,"['Light Flare', 'Light flare', 'Mast']",light flare
2379.png,"['Mast', 'Light Flare', 'Light flare']",light flare
