file,tags,tertiary
1624.png,['Marine Farm'],marine farm
1625.png,['Marine Farm'],marine farm
1626.png,['Marine Farm'],marine farm
1627.png,['Marine Farm'],marine farm
1628.png,['Marine Farm'],marine farm
1629.png,['Marine Farm'],marine farm
1630.png,['Marine Farm'],marine farm
1631.png,['Marine Farm'],marine farm
1632.png,['Marine Farm'],marine farm
1633.png,['Marine Farm'],marine farm
1634.png,['Marine Farm'],marine farm
1635.png,['Marine Farm'],marine farm
1636.png,['Marine Farm'],marine farm
1637.png,['Marine Farm'],marine farm
1638.png,['Marine Farm'],marine farm
1639.png,['Marine Farm'],marine farm
1640.png,['Marine Farm'],marine farm
1641.png,['Fish Haven'],
1642.png,['Marine Farm'],marine farm
1643.png,['Marine Farm'],marine farm
1644.png,['Marine Farm'],marine farm
1645.png,['Marine Farm'],marine farm
1646.png,['Marine Farm'],marine farm
1647.png,['Marine Farm'],marine farm
1648.png,['Marine Farm'],marine farm
1649.png,['Marine Farm'],marine farm
1650.png,['Marine Farm'],marine farm
1651.png,['Marine Farm'],marine farm
1652.png,['Marine Farm'],marine farm
1653.png,['Marine Farm'],marine farm
1654.png,['Marine Farm'],marine farm
1655.png,['Marine Farm'],marine farm
1656.png,['Marine Farm'],marine farm
1657.png,['Marine Farm'],marine farm
1658.png,['Marine Farm'],marine farm
1659.png,['Marine Farm'],marine farm
1660.png,['Marine Farm'],marine farm
1661.png,['Marine Farm'],marine farm
1662.png,['Marine Farm'],marine farm
1663.png,['Marine Farm'],marine farm
1664.png,['Marine Farm'],marine farm
1665.png,['Marine Farm'],marine farm
1666.png,['Marine Farm'],marine farm
1667.png,['Marine Farm'],marine farm
1668.png,['Marine Farm'],marine farm
1669.png,['Marine Farm'],marine farm
1670.png,['Marine Farm'],marine farm
1671.png,['Marine Farm'],marine farm
1672.png,['Marine Farm'],marine farm
1673.png,['Marine Farm'],marine farm
1674.png,['Marine Farm'],marine farm
1675.png,['Marine Farm'],marine farm
1676.png,['Marine Farm'],marine farm
1677.png,['Marine Farm'],marine farm
1678.png,['Marine Farm'],marine farm
1679.png,['Marine Farm'],marine farm
1680.png,['Marine Farm'],marine farm
1681.png,['Marine Farm'],marine farm
1682.png,['Marine Farm'],marine farm
1683.png,['Marine Farm'],marine farm
1684.png,['Marine Farm'],marine farm
1685.png,['Marine Farm'],marine farm
1686.png,['Marine Farm'],marine farm
1687.png,['Marine Farm'],marine farm
1688.png,['Marine Farm'],marine farm
1689.png,['Marine Farm'],marine farm
1690.png,['Marine Farm'],marine farm
1691.png,['Marine Farm'],marine farm
1692.png,['Marine Farm'],marine farm
1693.png,['Marine Farm'],marine farm
1694.png,['Marine Farm'],marine farm
1695.png,['Marine Farm'],marine farm
1696.png,['Marine Farm'],marine farm
1697.png,['Marine Farm'],marine farm
1698.png,['Marine Farm'],marine farm
1699.png,['Marine Farm'],marine farm
1700.png,['Marine Farm'],marine farm
1701.png,['Position Circle'],position circle
1702.png,['Position Circle'],position circle
1703.png,['Position of Point Feature'],position of point feature
1704.png,['Position of Point Feature'],position of point feature
1705.png,['Position of Point Feature'],position of point feature
1706.png,['Position of Point Feature'],position of point feature
1707.png,['Position of Point Feature'],position of point feature
1708.png,['Pile'],
1709.png,['Small solid black circle'],
1710.png,"['Position of Point Feature', 'Yellow']",position of point feature
1711.png,"['Beacon represented as a star', 'Red', 'Cone topmark']",
1712.png,"['Beacon', 'Red', 'Cone topmark']",
1713.png,"['Beacon represented as a star', 'Cone topmark']",
1714.png,"['Red', 'Beacon', None]",
1715.png,"['Green', 'Beacon represented as a star']",
1716.png,"['Green', 'Beacon', 'Can topmark']",
1717.png,"['Red', 'Beacon represented as a star']",
1718.png,"['Red', 'Beacon', None]",
1719.png,"['Red', 'Beacon represented as a star']",
1720.png,['Beacon'],
1721.png,"['Red', 'Cone topmark', 'Minor Light']",minor light
1722.png,['Beacon'],
1723.png,"['Green', 'Beacon represented as a star']",
1724.png,['Beacon'],
1725.png,"['Red', 'Minor Light']",minor light
1726.png,['Beacon'],
1727.png,"['Light Flare', 'Platform']",platform
1728.png,"['Platform', 'Light Flare']",platform
1729.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1730.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1731.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1732.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1733.png,['Danger Circle'],danger circle
1734.png,['Danger Circle'],danger circle
1735.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1736.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1737.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1738.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1739.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1740.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1741.png,['Platform'],platform
1742.png,['Danger Circle'],danger circle
1743.png,['Danger Circle'],danger circle
1744.png,['Danger Circle'],danger circle
1745.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1746.png,['Fish Haven'],
1747.png,['Fishery Zone'],fishery zone
1748.png,['Fish Haven'],
1749.png,['Fishery Zone'],fishery zone
1750.png,['Fish Haven'],
1751.png,['Fishery Zone'],fishery zone
1752.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1753.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1754.png,"['Conical Buoy', 'Yellow']",
1755.png,"['Yellow', 'Conical Buoy']",
1756.png,['Fish Haven'],
1757.png,['Fish Haven'],
1758.png,['Fish Haven'],
1759.png,['Fish Haven'],
1760.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1761.png,['Stranded Wreck'],
1762.png,['Position Circle'],position circle
1763.png,"['Lighted Beacon', 'Double cone topmark points together', 'Black/Yellow/Black']",
1764.png,"['Lighted Beacon', 'Double ball topmark', 'Black/Red/Black']",
1765.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1766.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1767.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1768.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1769.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1770.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
1771.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1772.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1773.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1774.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1775.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1776.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1777.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1778.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1779.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1780.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1781.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
1782.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1783.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1784.png,['Minor Light'],minor light
1785.png,['Minor Light'],minor light
1786.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1787.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1788.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1789.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1790.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1791.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1792.png,"['Spherical Buoy', 'Yellow']",
1793.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1794.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1795.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
1796.png,"['Lighted Beacon', 'Yellow', '“X” topmark']",
1797.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1798.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1799.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1800.png,"['Spherical Buoy', 'Yellow']",
1801.png,"['Spherical Buoy', 'Yellow']",
1802.png,"['Yellow', 'Spherical Buoy']",
1803.png,"['Spherical Buoy', 'Yellow']",
1804.png,"['Yellow', 'Spherical Buoy']",
1805.png,"['Spherical Buoy', 'Yellow']",
1806.png,"[None, 'Pillar Buoy', 'Yellow']",
1807.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1808.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1809.png,['Minor Light'],minor light
1810.png,"['Pillar Buoy', 'Black Cross Topmark']",
1811.png,"['Can topmark', 'Green', 'Pillar Buoy']",
1812.png,['Fishery Zone'],fishery zone
1813.png,"['Pillar Buoy', 'Green']",
1814.png,['Offshore Platform'],offshore platform
1815.png,"['Yellow', 'Position of Point Feature']",position of point feature
1816.png,['Fish Haven'],
1817.png,['Fish Haven'],
1818.png,['Telecommunication Tower'],
1819.png,['Position of Point Feature'],position of point feature
1820.png,"['Green', 'Pillar Buoy', 'Can topmark']",
1821.png,"['Green', 'Lighted Beacon']",
1822.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
1823.png,"['Beacon represented as a star', 'Red', 'Cone topmark']",
1824.png,"['Pillar Buoy', 'Can topmark', 'Green']",
1825.png,"['Beacon represented as a star', 'Can topmark', 'Green']",
1826.png,"['Position of Point Feature', 'Red']",position of point feature
1827.png,"['Beacon', 'Red']",
1828.png,"['Beacon', 'Green']",
1829.png,"['Beacon', 'Red']",
1830.png,"['Green', 'Beacon']",
1831.png,"['Green', 'Light Flare', 'Light flare', 'Telecommunication Mast']",
1832.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1833.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1834.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1835.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1836.png,"['Yellow/Black/Yellow', 'Pillar Buoy', 'Double cone topmark bases together']",
1837.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1838.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1839.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1840.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1841.png,['horn'],
1842.png,['Fish Haven'],
1843.png,['Windmill'],
1844.png,['Danger Circle'],danger circle
1845.png,['Minor Light'],minor light
1846.png,['Underwater Hazard'],hazard
1847.png,['Underwater Hazard'],hazard
1848.png,['Position of Point Feature'],position of point feature
1849.png,['Underwater Hazard'],hazard
1850.png,['Position of Point Feature'],position of point feature
1851.png,['Vertical clearance with dot'],vertical clearance
1852.png,['Windmill'],
1853.png,['Underwater Hazard'],hazard
1854.png,['Minor Light'],minor light
1855.png,['Danger Circle'],danger circle
1856.png,['Position of Point Feature'],position of point feature
1857.png,['Vertical clearance'],vertical clearance
1858.png,['Fishery Zone'],fishery zone
1859.png,['Fish Haven'],
1860.png,['Fish Haven'],
1861.png,['Fish Haven'],
1862.png,['Minor Light'],minor light
1863.png,['Position of Point Feature'],position of point feature
1864.png,['Position of Point Feature'],position of point feature
1865.png,['Position of Point Feature'],position of point feature
1866.png,['Minor Light'],minor light
1867.png,['Position of Point Feature'],position of point feature
1868.png,['Minor Light'],minor light
1869.png,['Position of Point Feature'],position of point feature
1870.png,['Minor Light'],minor light
1871.png,['Position of Point Feature'],position of point feature
1872.png,['Fish Haven'],
1873.png,['Minor Light'],minor light
1874.png,['Yellow'],
1875.png,['Foul Ground'],foul ground
1876.png,['Pilot Station'],pilot station
1877.png,['Underwater Hazard'],hazard
1878.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],underwater wreck of unknown depth and for which safe clearance cannot be estimated
1879.png,['Underwater Hazard'],hazard
1880.png,['Danger Circle'],danger circle
1881.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1882.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1883.png,['Minor Light'],minor light
1884.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1885.png,['Position of Point Feature'],position of point feature
1886.png,['Minor Light'],minor light
1887.png,['Minor Light'],minor light
1888.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1889.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1890.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1891.png,['Fish Haven'],
1892.png,['Fish Haven'],
1893.png,['Fish Haven'],
1894.png,['Fish Haven'],
1895.png,['Position Circle'],position circle
1896.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1897.png,['Minor Light'],minor light
1898.png,"['Yellow', 'Conical Buoy']",
1899.png,['Underwater Hazard'],hazard
1900.png,['Underwater Hazard'],hazard
1901.png,['Cylindrical Tank'],
1902.png,['Pile'],
1903.png,['Tower'],
1904.png,['Position of Point Feature'],position of point feature
1905.png,['Minor Light'],minor light
1906.png,['Danger Circle'],danger circle
1907.png,['Position of Point Feature'],position of point feature
1908.png,['Position of Point Feature'],position of point feature
1909.png,['Danger Circle'],danger circle
1910.png,['Underwater Hazard'],hazard
1911.png,['Position of Point Feature'],position of point feature
1912.png,['Position of Point Feature'],position of point feature
1913.png,['Quarantine'],quarantine
1914.png,['Reported Anchorage'],
1915.png,"['Reported Anchorage', 'area boundary']",
1916.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1917.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1918.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1919.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1920.png,"['Lighted Beacon', 'Black/Yellow/Black', 'Double cone topmark points together']",
1921.png,['Position Circle'],position circle
1922.png,"['Red', 'Can Buoy']",
1923.png,['Lighted Beacon'],
1924.png,"['Red', 'Pillar Buoy', 'Can topmark']",
1925.png,"['Red', 'Pillar Buoy', 'Can topmark']",
1926.png,"[None, None, 'Can topmark']",
1927.png,"[None, 'Can Buoy']",
1928.png,"['Red', 'Can Buoy']",
1929.png,"['Red', 'Can Buoy']",
1930.png,['Underwater Hazard'],hazard
1931.png,['Underwater Hazard'],hazard
1932.png,['Underwater Hazard'],hazard
1933.png,['Underwater Hazard'],hazard
1934.png,['Underwater Hazard'],hazard
1935.png,['Underwater Hazard'],hazard
1936.png,['Underwater Hazard'],hazard
1937.png,['Underwater Hazard'],hazard
1938.png,['Underwater Hazard'],hazard
1939.png,['Underwater Hazard'],hazard
1940.png,['Underwater Hazard'],hazard
1941.png,['Underwater Hazard'],hazard
1942.png,['Underwater Hazard'],hazard
1943.png,['Underwater Hazard'],hazard
1944.png,['Underwater Hazard'],hazard
1945.png,['Underwater Hazard'],hazard
1946.png,['Underwater Hazard'],hazard
1947.png,['Underwater Hazard'],hazard
1948.png,['Underwater Hazard'],hazard
1949.png,['Underwater Hazard'],hazard
1950.png,['Underwater Hazard'],hazard
1951.png,['Underwater Hazard'],hazard
1952.png,['Underwater Hazard'],hazard
1953.png,['Underwater Hazard'],hazard
1954.png,['Underwater Hazard'],hazard
1955.png,['Underwater Hazard'],hazard
1956.png,['Underwater Hazard'],hazard
1957.png,['Underwater Hazard'],hazard
1958.png,['Underwater Hazard'],hazard
1959.png,['Underwater Hazard'],hazard
1960.png,['Underwater Hazard'],hazard
1961.png,['Underwater Hazard'],hazard
1962.png,"['Yellow', '“X” topmark', 'Spar Buoy']",
1963.png,"['Yellow', 'Spar Buoy', '“X” topmark']",
1964.png,"['Yellow', '“X” topmark', 'Spar Buoy']",
1965.png,"['Spar Buoy', 'Yellow', '“X” topmark']",
1966.png,"['Yellow', '“X” topmark', 'Spar Buoy']",
1967.png,"['Green', 'Conical Buoy']",
1968.png,"['Green', 'Conical Buoy']",
1969.png,"['Red', 'Lighted Beacon']",
1970.png,"['White', 'Can topmark', 'Lighted Beacon']",
1971.png,"['Red', 'Lighted Beacon']",
1972.png,"['Lighted Beacon', 'Can topmark', 'White']",
1973.png,['Fish Haven'],
1974.png,['Fishery Zone'],fishery zone
1975.png,['Fishery Zone'],fishery zone
1976.png,['Fish Haven'],
1977.png,['Fish Haven'],
1978.png,['Fish Haven'],
1979.png,['Fish Haven'],
1980.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1981.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1982.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1983.png,['Fish Haven'],
1984.png,['Position Circle'],position circle
1985.png,"['Can topmark', 'Green', 'Pillar Buoy']",
1986.png,['Position Circle'],position circle
1987.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1988.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1989.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1990.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1991.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1992.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1993.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1994.png,"['Light Flare', 'Major Light']",
1995.png,"['Light Flare', 'Major Light']",
1996.png,"['Light Flare', 'Major Light']",
1997.png,"['Light Flare', 'Major Light']",
1998.png,['area boundary'],
1999.png,['Religious Building (Non-Christian)'],
2000.png,"['Light Flare', 'Major Light']",
2001.png,"['Light Flare', 'Major Light']",
2002.png,['area boundary'],
2003.png,['Religious Building (Non-Christian)'],
2004.png,"['Light Flare', 'Major Light']",
2005.png,"['Light Flare', 'Major Light']",
2006.png,"['Light Flare', 'Major Light']",
2007.png,"['Light Flare', 'Major Light']",
2008.png,['area boundary'],
2009.png,['Religious Building (Non-Christian)'],
2010.png,"['Light Flare', 'Major Light']",
2011.png,"['Light Flare', 'Major Light']",
2012.png,['Underwater Hazard'],hazard
2013.png,"['Yellow', 'Spar Buoy']",
2014.png,['Position of Point Feature'],position of point feature
2015.png,['Position of Point Feature'],position of point feature
2016.png,['Position of Point Feature'],position of point feature
2017.png,['Position of Point Feature'],position of point feature
2018.png,"['Yellow', 'Spar Buoy']",
2019.png,['Minor Light'],minor light
2020.png,['Position of Point Feature'],position of point feature
2021.png,['Minor Light'],minor light
2022.png,['Position of Point Feature'],position of point feature
2023.png,['Position of Point Feature'],position of point feature
2024.png,['Minor Light'],minor light
2025.png,['Minor Light'],minor light
2026.png,['Minor Light'],minor light
2027.png,['Position of Point Feature'],position of point feature
2028.png,['Minor Light'],minor light
2029.png,['Position of Point Feature'],position of point feature
2030.png,['Position of Point Feature'],position of point feature
2031.png,"['Yellow', '“X” topmark', 'Conical Buoy']",
2032.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2033.png,['Minor Light'],minor light
2034.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2035.png,"[None, 'Pillar Buoy', '“X” topmark']",
2036.png,"['Green', 'Pillar Buoy', 'Can topmark']",
2037.png,"['Green', 'Pillar Buoy', 'Can topmark']",
2038.png,"['Green', 'Pillar Buoy', 'Can topmark']",
2039.png,"['Green', 'Pillar Buoy', 'Can topmark']",
2040.png,"['Can topmark', 'Green', 'Pillar Buoy']",
2041.png,"['Can topmark', 'Pillar Buoy', 'Green']",
2042.png,"['Pillar Buoy', 'Can topmark', 'Green']",
2043.png,"['Green', 'Can topmark', 'Pillar Buoy']",
2044.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
2045.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
2046.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
2047.png,"['Pillar Buoy', 'Red', 'Cone topmark']",
2048.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2049.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2050.png,"['Green', 'Pillar Buoy', 'Can topmark']",
2051.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
2052.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2053.png,"['Pillar Buoy', 'Red', 'Cone topmark']",
2054.png,"['Yellow', 'Mooring Superbuoy']",
2055.png,"['Lighted Beacon', 'Yellow', '“X” topmark']",
2056.png,"['Yellow', 'Conical Buoy']",
2057.png,"['Yellow', 'Conical Buoy']",
2058.png,"['Yellow', 'Conical Buoy']",
2059.png,"['Conical Buoy', 'Yellow']",
2060.png,"['Yellow', 'Conical Buoy']",
2061.png,"['Conical Buoy', 'Yellow']",
2062.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2063.png,['Fish Haven'],
2064.png,['Position of Point Feature'],position of point feature
2065.png,['Position of Point Feature'],position of point feature
2066.png,['Position of Point Feature'],position of point feature
2067.png,['Position of Point Feature'],position of point feature
2068.png,"['Spar Buoy', 'Yellow']",
2069.png,"['Position of Point Feature', 'Yellow']",position of point feature
2070.png,"['Position of Point Feature', 'Yellow']",position of point feature
2071.png,['Position of Point Feature'],position of point feature
2072.png,['Fishery Zone'],fishery zone
2073.png,['Fishery Zone'],fishery zone
2074.png,['Fish Haven'],
2075.png,"['Position of Point Feature', 'Green']",position of point feature
2076.png,['Dashed Line Circle'],dashed line circle
2077.png,"['Position of Point Feature', 'Yellow']",position of point feature
2078.png,['Position of Point Feature'],position of point feature
2079.png,"['Red', 'Beacon represented as a star']",
2080.png,"['Beacon', 'Cone topmark', 'Red']",
2081.png,"['Beacon represented as a star', 'Cone topmark', 'Red']",
2082.png,"['Cone topmark', 'Beacon', 'Red']",
2083.png,['Minor Light'],minor light
2084.png,['Position of Point Feature'],position of point feature
2085.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2086.png,['Stranded Wreck'],
2087.png,"['Red', 'Beacon']",
2088.png,['Minor Light'],minor light
2089.png,['Minor Light'],minor light
2090.png,['Minor Light'],minor light
2091.png,['Minor Light'],minor light
2092.png,['Chimney'],
2093.png,['Position of Point Feature'],position of point feature
2094.png,['Position of Point Feature'],position of point feature
2095.png,"['Green', 'Spar Buoy']",
2096.png,"['Red', 'Spar Buoy']",
2097.png,"['Position of Point Feature', 'Green']",position of point feature
2098.png,"['Yellow', 'Pillar Buoy']",
2099.png,"['Yellow', 'Spar Buoy']",
2100.png,['Rock (islet) which does not cover'],rock
2101.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2102.png,"['Cone topmark', 'Pillar Buoy', 'Red']",
2103.png,"['Cone topmark', 'Pillar Buoy', 'Red']",
2104.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
2105.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
2106.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2107.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2108.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2109.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2110.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2111.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2112.png,['Masts'],
2113.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
2114.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
2115.png,['Minor Light'],minor light
2116.png,"['Green', 'Can topmark', 'Pillar Buoy']",
2117.png,"['Cone topmark', 'Pillar Buoy', 'Red']",
2118.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2119.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2120.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2121.png,"['“X” topmark', 'Conical Buoy', 'Yellow']",
2122.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2123.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2124.png,['Position of Point Feature'],position of point feature
2125.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
2126.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2127.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2128.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2129.png,"['Light Flare', 'Green', 'Light flare', 'Mast']",
2130.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2131.png,['Fish Haven'],
2132.png,['Minor Light'],minor light
2133.png,['Minor Light'],minor light
2134.png,['Minor Light'],minor light
2135.png,['Minor Light'],minor light
2136.png,['Fish Haven'],
2137.png,"['Green', 'Conical Buoy']",
2138.png,['Offshore Platform'],offshore platform
2139.png,['Dotted Line Area'],dotted line area
2140.png,['Offshore Platform'],offshore platform
2141.png,['Dotted Line Area'],dotted line area
2142.png,['Position of Point Feature'],position of point feature
2143.png,['Minor Light'],minor light
2144.png,['Position of Point Feature'],position of point feature
2145.png,['Position of Point Feature'],position of point feature
2146.png,['Minor Light'],minor light
2147.png,['Position of Point Feature'],position of point feature
2148.png,['Position of Point Feature'],position of point feature
2149.png,['Fish Haven'],
2150.png,['Fish Haven'],
2151.png,"['Can topmark', 'Green', 'Pillar Buoy', 'Radar Reflector']",
2152.png,"['Pillar Buoy', 'Cone topmark', 'Radar Reflector', 'Red']",
2153.png,['Minor Light'],minor light
2154.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2155.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2156.png,"[None, 'Pillar Buoy', '“X” topmark']",
2157.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2158.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2159.png,"['Yellow', 'Pillar Buoy']",
2160.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2161.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2162.png,['Rock'],rock
2163.png,['Fishery Zone'],fishery zone
2164.png,['Fish Haven'],
2165.png,['Danger Circle'],danger circle
2166.png,['Fish Haven'],
2167.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2168.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2169.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2170.png,"['Yellow', 'Spherical Buoy']",
2171.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2172.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2173.png,['Position of Point Feature'],position of point feature
2174.png,['Pillar Buoy'],
2175.png,"['Yellow/Black', 'Beacon', 'Double cone topmark points downwards']",
2176.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2177.png,"['Superbuoy', 'Ball topmark']",
2178.png,"['Pillar Buoy', 'Ball topmark', 'Red/White']",
2179.png,['Position Circle'],position circle
2180.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
2181.png,['Position of Point Feature'],position of point feature
2182.png,['Position of Point Feature'],position of point feature
2183.png,['Floating Windmill'],
2184.png,['Minor Light'],minor light
2185.png,['Minor Light'],minor light
2186.png,['Minor Light'],minor light
2187.png,['Minor Light'],minor light
2188.png,['Minor Light'],minor light
2189.png,['Minor Light'],minor light
2190.png,['Minor Light'],minor light
2191.png,"['Yellow', 'Conical Buoy']",
2192.png,['Position of Point Feature'],position of point feature
2193.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2194.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2195.png,"['Yellow', None, '“X” topmark']",
2196.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2197.png,"['Double cone topmark points downwards', 'Yellow/Black', 'Lighted Beacon']",
2198.png,"['Yellow/Black', 'Pillar Buoy', 'Double cone topmark points downwards']",
2199.png,"['Green', 'Pillar Buoy', 'Can topmark']",
